                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5951,                 2.3705,                 1.4766,                0.79915,                 0.2181,                0.36807,                0.20042,                 1.5218,                 2.6923,                 1.4885,                 0.0704,              0.0032889,              0.0032889
